NCT#	phase	condition	sponsor	start_date	mesh_list	criterion	Ground_Truth
NCT01948401	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Asthma exacerbation (as defined by protocol) within 28 days before the time of informed consent or during Screening	64
NCT01453296	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Asthma exacerbation requiring systemic corticosteroids (oral, intramuscular, intravenous) or Emergency Room attendance within 3 months or asthma exacerbation requiring hospitalization within 6 months prior to the screening visit."	64
NCT02833974	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Asthma exacerbation requiring treatment with oral corticosteroids or hospitalization within 3 months prior to screening	64
NCT03707678	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Asthma exacerbation requiring treatment with systemic corticosteroids or hospitalization within 3 months prior to screening.	64
NCT02712047	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Asthma Exacerbation: Any asthma exacerbation requiring oral corticosteroids within 12 weeks of screening or that resulted in overnight hospitalization requiring additional treatment for asthma within 6 months prior to screening.	64
NCT01581177	Phase 2	Asthma	"Amphastar Pharmaceuticals, Inc."	10-Feb-15	Asthma	Asthma exacerbations that required emergency care or a hospital stay within 4 weeks prior to screening visit	64
NCT02210806	Phase 2	Asthma	"Amphastar Pharmaceuticals, Inc."	10-Feb-15	Asthma	"Asthma exacerbations that required emergency care or hospitalized treatment, within 4 weeks prior to Screening"	64
NCT01189396	Phase 2	Asthma;Bronchospasm;Chronic Obstructive Pulmonary Disease (COPD)	"Amphastar Pharmaceuticals, Inc."	10-Feb-15	"Asthma;Lung Diseases, Obstructive;Pulmonary Disease, Chronic Obstructive;Bronchial Spasm"	"Asthma exacerbations that required emergency care or hospitalized treatment, within 4 wk prior;"	64
NCT02433977	Phase 2	Asthma	"Gladwin, Mark, MD"	10-Feb-15	Asthma	Asthma-related ER visit within the previous 4 weeks	64
NCT03680976	Phase 2	Asthma	Sally E. Wenzel MD	10-Feb-15	Asthma	Asthma-related ER visit within the previous 4 weeks	64
NCT03762395	Phase 2	Asthma;Obesity	"University of Colorado, Denver"	10-Feb-15	Asthma	Asthma-related ER visit within the previous 4 weeks	64
NCT03885245	Phase 2	Asthma;Obesity	"University of Colorado, Denver"	10-Feb-15	Asthma;Overweight	Asthma-related ER visit within the previous 4 weeks of Visit 0	64
NCT00936624	Phase 2	Asthma	"SK Chemicals Co., Ltd."	10-Feb-15	Asthma	Emergency room treatment for asthma within 1 month or hospitalization for asthma within 3 months before visit 1	64
NCT01656395	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	emergency room treatment for asthma within past ≤4 weeks or hospitalization for asthma within past ≤8 weeks	64
NCT01200108	Phase 2	Asthma	Activaero GmbH	10-Feb-15	Asthma	Emergency room visit for treatment of asthma exacerbation within 4 weeks of Screening	64
NCT03012061	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Evidence of a moderate asthma exacerbation leading to a change in therapy or severe exacerbation during screening or the run-in period, defined as deterioration of asthma requiring the use of systemic corticosteroids (tablets, suspension, or injection) or an in-patient hospitalization or emergency department visit due to asthma that required systemic corticosteroids."	64
NCT01808339	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Evidence of a severe exacerbation, defined as deterioration of asthma requiring the use of systemic corticosteroids (tablets, suspension or injection) for at least 3 days or an in-patient hospitalization or emergency department visit due to asthma that required systemic corticosteroids between screening and Day"	64
NCT01951222	Phase 2	Asthma	Pierre Fabre Medicament	10-Feb-15	Asthma	Exacerbation (requiring oral corticosteroids or hospitalization) within 3 months.	64
NCT01258803	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	"Experiences a clinical deterioration in asthma that results in emergency treatment, hospitalization due to asthma, or treatment with additional, excluded asthma medication (including oral or other systemic corticosteroids, but allowing SABA) as judged by the investigator, at any time from the Screening Visit up to and including the Baseline Visit "	64
NCT00017693	Phase 2	Asthma	National Institute of Allergy and Infectious Diseases (NIAID)	10-Feb-15	Asthma	Had a breathing tube inserted for asthma treatment within 15 years of beginning study treatment.	64
NCT00017693	Phase 2	Asthma	National Institute of Allergy and Infectious Diseases (NIAID)	10-Feb-15	Asthma	Had asthma requiring emergency room treatment within 12 months of beginning study treatment.	64
NCT00017693	Phase 2	Asthma	National Institute of Allergy and Infectious Diseases (NIAID)	10-Feb-15	Asthma	Had asthma requiring hospitalization within 6 weeks of beginning study treatment.	64
NCT01136382	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	Has been hospitalized at least once or required emergency treatment (was seen in the emergency room or had an urgent care visit) more than once for an asthma-related condition during the 6 months prior to Visit 2	64
NCT01136655	Phase 2	Asthma	AstraZeneca	10-Feb-15		Has been hospitalized for >24 hours at least once or required emergency treatment or urgent care visit more than once for an asthma-related condition during the 6 months prior to Visit 1	64
NCT01993329	Phase 2	Asthma	"Afferent Pharmaceuticals, Inc."	10-Feb-15	Asthma	Has been hospitalized or attended the emergency department for an asthma attack in the 12 months prior to screening.	64
NCT01258803	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	"Has been treated in the emergency room for a severe asthma exacerbation requiring systemic glucocorticosteroid treatment, or hospitalized for management of airway obstruction within 3 months prior to the Screening Visit"	64
NCT01820481	Phase 2	Asthma	Whanin Pharmaceutical Company	10-Feb-15	Asthma	Have been hospitalized due to an acute worsening of asthma within 3 months before the screening	64
NCT01820481	Phase 2	Asthma	Whanin Pharmaceutical Company	10-Feb-15	Asthma	"Have visited emergency room due to the worsening asthma symptoms, within 4 weeks before the screening"	64
NCT01252758	Phase 2	Asthma	Acerus Pharmaceuticals Corporation	10-Feb-15	Asthma	History of an upper or lower respiratory tract infection requiring antibiotics; emergency room treatment in the preceding four weeks; or hospitalization in the previous three months; or a history of multiple hospital visits for treatment of their respiratory disease	64
NCT02382510	Phase 2	Asthma	"Theron Pharmaceuticals, Inc."	10-Feb-15	Asthma	History of asthma exacerbation requiring oral or systemic corticosteroids or hospital admission within 6 months of screening	64
NCT00946569	Phase 2	Asthma	"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."	10-Feb-15	Asthma	"History of life-threatening asthma attack requiring hospitalization for asthma within 5 years of screening, or emergency department treatment of asthma within the last month"	64
NCT01689571	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	History of life-threatening asthma or hospitalization for asthma prior to the study entry	64
NCT00868023	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	"History of near fatal asthma (e.g. brittle asthma, hospitalisation for asthma exacerbation in Intensive Care Unit) within 1 year before screening."	64
NCT00686335	Phase 2	Asthma	"Horizon Pharma Ireland, Ltd., Dublin Ireland"	10-Feb-15	Asthma	"hospital admission for asthma (including treatment in an emergency room),"	64
NCT00995800	Phase 2	Asthma	Mundipharma Research Limited	10-Feb-15	Asthma;Inflammation	Hospitalisation or an emergency visit for asthma within 4 weeks prior to the screening visit	64
NCT01743768	Phase 2	Asthma	Sterna Biologicals GmbH & Co. KG	10-Feb-15	Asthma	"Hospitalisation or emergency room treatment for acute asthma in the 6 months prior to screening, between screening and the start of the treatment period"	64
NCT01650441	Phase 2	Asthma	"University Hospital, Antwerp"	10-Feb-15	Asthma	Hospitalization due to asthma or symptomatic infection of the airways in the previous 8 weeks	64
NCT00746330	Phase 2	Asthma	Novartis	10-Feb-15	Asthma	"Hospitalized or had an emergency room treatment for an acute asthma exacerbation in the 1 month prior to Visit 1, or who had a clinical deterioration of asthma between Visits 1 and 2 that resulted in emergency treatment, hospitalization, or treatment with excluded asthma medication."	64
NCT01743768	Phase 2	Asthma	Sterna Biologicals GmbH & Co. KG	10-Feb-15	Asthma	Intubation (ever) or hospitalisation for longer than 24 hours for the management of an asthma exacerbation within the preceding 6 months of the screening visit	64
NCT01425801	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	Intubation (ever) or hospitalization for longer than 24 hours for the management of an asthma exacerbation within the preceding 6 weeks of the screening visit	64
NCT02794519	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Lower respiratory tract infection (LRTI) or asthma exacerbation requiring antibiotics or systemic corticosteroids within 6 weeks of screening.	64
NCT00941798	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients who had an asthma attack/exacerbation requiring hospitalization/emergency room visit or respiratory tract infection within 1 month prior to randomization	64
NCT00605306	Phase 2	Asthma	Novartis	10-Feb-15	Asthma	Patients who have been hospitalized or had emergency treatment for an asthma attack in the 6 months prior to study start	64
NCT03299686	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients who have had an asthma attack/exacerbation requiring systemic corticosteroids for at least 3 continuous days within 4 weeks prior to screening	64
NCT02892019	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients who have had an asthma attack/exacerbation requiring systemic steroids (SCS) or hospitalization or emergency room visit within 3 months prior to Visit 1 (Screening) or more than 3 separate exacerbations in the 12 months preceding Visit	64
NCT03108027	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients who have had an asthma attack/exacerbation requiring systemic steroids or hospitalization or emergency room visit within 1 year of Screening.	64
NCT04589663	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients who have had an asthma attack/exacerbation requiring systemic steroids or hospitalization or emergency room visit within 6 weeks of first treatment visit (Day 1)	64
NCT00679263	Phase 2	Asthma	MediciNova	10-Feb-15	Asthma	"Received emergency treatment for asthma within 1 month, or hospitalized for asthma within 3 months;"	64
NCT01765192	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	"Severe asthma exacerbation not resolved 4 weeks prior to Visit 1, (defined by the need for oral or parenteral glucocorticosteroid intake for at least 3 days and/or hospitalization or emergency room visit with the need for oral or parenteral corticosteroid use)"	64
NCT00684827	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	"Subject who has a history of hospitalization for asthma within 4 weeks prior to study start, or who is scheduled for in-patient hospitalization, including elective surgery during the course of the trial"	64
NCT00684866	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	"Subject who has a history of hospitalization for asthma within 4 weeks prior to study start, or who is scheduled for in-patient hospitalization, including elective surgery during the course of the trial"	64
NCT00685022	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	"Subject who has a history of hospitalization for asthma within 4 weeks prior to study start, or who is scheduled for in-patient hospitalization, including elective surgery during the course of the trial"	64
NCT00685347	Phase 2	Asthma;Bronchoconstriction	Sunovion	10-Feb-15	Asthma	"Subject who has a history of hospitalization for asthma within 4 weeks prior to study start, or who is scheduled for in-patient hospitalization, including elective surgery during the course of the trial."	64
NCT00583947	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	"Subject who has a history of hospitalization for asthma within one year, or who is scheduled for in-patient hospitalization, including elective surgery during the course of the trial."	64
NCT01939587	Phase 2	Asthma	Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau	10-Feb-15	Respiratory Hypersensitivity	"Subjects with a history of a respiratory tract infection or an asthma crisis requiring the use of antibiotics and/or systemic corticosteroids within 4 weeks prior to Visit 1, or who develop a respiratory tract infection or asthma crisis during the screening period. In the latter case, the subjects can be re-screened four weeks after the last dose of systemic corticosteroid or antibiotic."	64
NCT01453023	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Subjects with a history of life-threatening asthma, an asthma exacerbation requiring systemic corticosteroids or Emergency Room attendance (within 3 months) or requiring hospitalization (within 6 months) prior to screening."	64
NCT01502371	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	"Treated in the emergency room for a severe asthma exacerbation requiring systemic glucocorticosteroid treatment, or hospitalization for management of airway obstruction within 3 months prior to the Screening Visit."	64
NCT02720081	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	Treatment in an emergency room for asthma (within 4 weeks) or hospitalization for asthma or respiratory condition within 2 months of screening visit	64
NCT01624974	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	treatment in an emergency room for asthma within 4 weeks prior to Screening Visit or hospitalization for asthma within 2 months prior to Screening Visit;	64
NCT01615874	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	treatment in the emergency room (for a severe asthma exacerbation requiring systemic corticosteroid treatment) or hospitalization for management of airway obstruction within 3 months prior to Screening Visit	64
NCT04098718	Phase 2	Asthma;COPD	University of Oxford	10-Feb-15		Treatment with oral corticosteroids and/or hospitalisation for an exacerbation of asthma and/or COPD in the previous 4 weeks prior to randomisation.	64
NCT02433834	Phase 2	Asthma	"Pearl Therapeutics, Inc."	10-Feb-15	Asthma	"Worsening Asthma: A subject must not have experienced a worsening of asthma that involved an emergency department visit, hospitalization, or use of oral/parenteral corticosteroids within 6 weeks of Screening (Visit 1a)"	64
NCT02422121	Phase 2	Asthma	Revalesio Corporation	10-Feb-15	Asthma	"Worsening of asthma in the 4 weeks preceding the screening visit (requiring daily use of nebulised β2-agonists or any use of long acting β agonists [LABA], or requiring inpatient hospitalisation for asthma control, or requiring emergency room treatment, or requiring systemic corticosteroids for asthma control) or respiratory infection in the 4 weeks preceding the first screening visit or prior to randomization (Day 1)."	64
NCT02105012	Phase 2	Asthma	"Pearl Therapeutics, Inc."	10-Feb-15	Asthma	"Worsening of Asthma: A subject must not have experienced a worsening of asthma which involved an emergency department visit, hospitalization or use of oral/parenteral corticosteroids within 6 weeks of screening"	64
NCT01160224	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Asthma considered unstable within 2 months prioir to screening.	65
NCT02148120	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15		Significant seasonal variation in asthma occurring or expected to occur during study participation;	65
NCT00684827	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	Subject with unstable asthma; or who have had a change in asthma therapy; or a visit to the Emergency Department or hospital for worsening asthma within 4 weeks.	65
NCT00684866	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	Subject with unstable asthma; or who have had a change in asthma therapy; or a visit to the Emergency Department or hospital for worsening asthma within 4 weeks.	65
NCT00685022	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	Subject with unstable asthma; or who have had a change in asthma therapy; or a visit to the Emergency Department or hospital for worsening asthma within 4 weeks.	65
NCT00685347	Phase 2	Asthma;Bronchoconstriction	Sunovion	10-Feb-15	Asthma	Subjects with unstable asthma; or who have had a change in asthma therapy; or a visit to the Emergency Department or hospital for worsening asthma within 4 weeks.	65
NCT01617746	Phase 2	Asthma	University of Glasgow	10-Feb-15	Asthma	Unstable asthma; defined as the presence of 1 or more of the following events in the month prior to study [Emergency/'out of hours' visit to GP for asthma exacerbation; GP visit to patient at home for asthma exacerbation or A & E/hospital admission for asthma exacerbation]	65
NCT01436890	Phase 2	Asthma	Glenmark Pharmaceuticals Ltd. India	10-Feb-15	Asthma	Recent change in the patient's usual asthma treatment	66
NCT00815347	Phase 2	Asthma	UConn Health	10-Feb-15	Asthma	"Requirement for change in scheduled asthma medication use, including oral steroid dose change, or acute medical care for asthma during the 30 days preceding screening visit."	66
NCT01190826	Phase 2	Asthma	Asmacure Ltée	10-Feb-15	Asthma	Respiratory tract infections or worsening of asthma or changes in asthma medications within 6 weeks before Screening/Baseline.	66
NCT01286844	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Subjects who have changed their asthma medication, dose or regime within 4 weeks of screening"	66
NCT01453296	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subjects who have changed their asthma medication within 4 weeks of screening.	66
NCT01930461	Phase 2	Asthma;House Dust Mite Allergy	Stallergenes Greer	10-Feb-15	Asthma	Patient with a urine level of cotinine ≥ 500 ng/mL.	67
NCT00812929	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Positive pre-study urine cotinine/ breath carbon monoxide test and or urine drug/urine alcohol screen. A minimum list of drugs that will be screened for include Amphetamines, Barbiturates, Cocaine, Opiates, Cannabinoids and Benzodiazepines."	67
NCT03885245	Phase 2	Asthma;Obesity	"University of Colorado, Denver"	10-Feb-15	Asthma;Overweight	Positive urine cotinine or THC test on the day of the bronchoscopy visit	67
NCT03643874	Phase 2	Asthma	"Concentrx Pharmaceuticals, Inc."	10-Feb-15	Asthma	positive urine cotinine test	67
NCT01190826	Phase 2	Asthma	Asmacure Ltée	10-Feb-15	Asthma	Positive urine cotinine test at Screening.	67
NCT02334553	Phase 2	Asthma	SolAeroMed Inc.	10-Feb-15	Asthma	Positive urine drug screen or urine cotinine test at screening	67
NCT00812773	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"The subject has a positive pre-study urine cotinine/ breath carbon monoxide test or urine drug or urine or breath alcohol screen. A minimum list of drugs that will be screened for include Amphetamines, Barbituates, Cocaine, Opiates, Cannabinoids and Benzodiazepines. "	67
NCT00748306	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"The subject has a positive pre-study urine cotinine/ breath carbon monoxide test or urine drug or urine or breath alcohol screen. A minimum list of drugs that will be screened for include Amphetamines, Barbiturates, Cocaine, Opiates, Cannabinoids and Benzodiazepines. "	67
NCT01245426	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Urinary cotinine levels indicative of smoking or history within 6 months prior to screening.	67
NCT01296087	Phase 2	Asthma	Targacept Inc.	10-Feb-15	Asthma	Urine cotinine level > 50 ng/ml	67
NCT03643874	Phase 2	Asthma	"Concentrx Pharmaceuticals, Inc."	10-Feb-15	Asthma	hemoglobin	68
NCT04129931	Phase 2	Asthma	"University of North Carolina, Chapel Hill"	10-Feb-15	Asthma	Hemoglobin <10 g/dL	68
NCT02388997	Phase 2	Asthma	University of Virginia	10-Feb-15	Infections;Asthma	Hemoglobin <11.5 g/dL for non-African American subjects or hemoglobin <	68
NCT02910401	Phase 2	Asthma;Allergic Rhinitis	University of Virginia	10-Feb-15	"Rhinitis;Rhinitis, Allergic"	Hemoglobin <11.5 g/dL for non-African American subjects or hemoglobin <	68
NCT03944707	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Hemoglobin: < 10 g/dl	68
NCT02794519	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Laboratory abnormalities: Neutrophils <1.95 multiplied by 10 raise to 9 per liter; Platelet count <140 multiplied by 10 raise to 9 per liter; Hemoglobin <8.5 grams per decilitre (g/dL); WBC count <3.5 × multiplied by 10 raise to 9 per liter.	68
NCT02910401	Phase 2	Asthma;Allergic Rhinitis	University of Virginia	10-Feb-15	"Rhinitis;Rhinitis, Allergic"	Laboratory values (other than hemoglobin and absolute neutrophil count (ANC)) measured at Visit 1 that are considered to be of clinical relevance by the Investigator	68
NCT03989635	Phase 2	"Asthma;Asthma, Bronchial;Bronchial Asthma;Eosinophilia;Physiological Effects of Drugs"	Novartis Pharmaceuticals	10-Feb-15	Asthma;Eosinophilia	0 X ULN or total bilirubin >	69
NCT01453023	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	5 times ULN is acceptable if bilirubin is fractionated and direct bilirubin less than 35 percent).	69
NCT01366521	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	5xULN (isolated bilirubin <1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin ≥35%).	69
NCT02422121	Phase 2	Asthma	Revalesio Corporation	10-Feb-15	Asthma	Abnormal liver enzymes (alanine aminotransferase >1.5x upper limit of normal [ULN] or total bilirubin >1.5x ULN).	69
NCT02105012	Phase 2	Asthma	"Pearl Therapeutics, Inc."	10-Feb-15	Asthma	"Abnormal liver function tests defined as aspartate aminotransferase (AST), alanine aminotransferace (ALT), alkaline phosphatase or total bilirubin ≥"	69
NCT02377427	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Alanine aminotransferase (ALT), and bilirubin >2x upper limit of normal (ULN) (isolated bilirubin >1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin <35%) at Visit"	69
NCT03010436	Phase 2	Asthma	National Jewish Health	10-Feb-15	Systemic Vasculitis	Alanine aminotransferase (ALT) or aspartate aminotransferase (AST) level ≥2.5 times the upper limit of normal (ULN) confirmed during screening period.	69
NCT04643158	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma;Respiratory Aspiration	"Alanine aminotransferase or AST level ≥ 3 times the upper limit of normal (ULN), confirmed by repeated testing during Screening Period."	69
NCT02794519	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Alanine transaminase (ALT) >1.5 times upper limit of normal (ULN) and bilirubin >ULN (isolated bilirubin >1.5 times ULN is acceptable if bilirubin is fractionated and direct bilirubin <35%).	69
NCT02833974	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Alanine transaminase (ALT) >2xUpper Limit of Normal (ULN) and bilirubin >1.5xULN (isolated bilirubin >1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin <35%)	69
NCT03707678	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Alanine transaminase (ALT) >2xupper limit of normal (ULN) and bilirubin >1.5xULN (isolated bilirubin >1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin <35 percent).	69
NCT04129931	Phase 2	Asthma	"University of North Carolina, Chapel Hill"	10-Feb-15	Asthma	Alanine Transaminase (ALT)/Aspartate Aminotransferase (AST) >2x upper limits of normal (ULN)	69
NCT03643874	Phase 2	Asthma	"Concentrx Pharmaceuticals, Inc."	10-Feb-15	Asthma	alkaline phosphatase	69
NCT00534625	Phase 2	Asthma	Critical Therapeutics	10-Feb-15	Asthma	ALT > 3 x ULN	69
NCT04098718	Phase 2	Asthma;COPD	University of Oxford	10-Feb-15		An alanine aminotransferase (ALT) or aspartate aminotransferase (AST) level that is persistently ≥1.5 times the upper limit of normal.	69
NCT01453023	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Aspartarte aminotransferase, Alanine aminotransferase, alkaline phosphatase and bilirubin more than"	69
NCT03680976	Phase 2	Asthma	Sally E. Wenzel MD	10-Feb-15	Asthma	"Aspartate aminotransferase (AST) and/or alanine aminotransferase (ALT) >3.0X upper limit of normal (ULN), gamma-glutamyl transferase (GGT) >3X ULN, and total bilirubin >2X ULN. If all liver function tests (LFTs) are within normal limits (WNL) and total bilirubin is elevated, examination of direct and indirect bilirubin may be conducted. Subjects with indirect total bilirubin up to 3X ULN are presumed to have Gilbert's syndrome and may be enrolled if all other LFTs are WNL"	69
NCT01366521	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"AST, ALT, alkaline phosphatase and bilirubin ≥"	69
NCT01617746	Phase 2	Asthma	University of Glasgow	10-Feb-15	Asthma	"Bilirubin, alanine aminotransferase (ALT) or asparate aminotransferase (AST) greater than the upper limit of normal at screening"	69
NCT04129931	Phase 2	Asthma	"University of North Carolina, Chapel Hill"	10-Feb-15	Asthma	Bilirubin ≥2x ULN	69
NCT00815347	Phase 2	Asthma	UConn Health	10-Feb-15	Asthma	"History of liver disease, clinically significant cardiac disease, renal disease or pulmonary disease other than asthma. Patients with clinically significant laboratory abnormalities of LFTs/bilirubin (AST/ALT, TBili, alkaline phosphatase) and clinically significant anemia will be excluded. Clinically significant anemia will be defined as any anemia resulting in serum Hgb more than 1 gm/dl below the LLN, Patients with isolated minimal elevations of bilirubin (eg. as occurs in Gilbert's disease) or minimal elevations in transaminases (less than"	69
NCT01653756	Phase 2	Asthma	SecuraBio	10-Feb-15	Asthma	Inadequate hepatic function defined by Aspartate Aminotransferase (AST) and/or Alanine Aminotransferase (ALT) greater than	69
NCT02433834	Phase 2	Asthma	"Pearl Therapeutics, Inc."	10-Feb-15	Asthma	"Liver Function: Subjects with abnormal liver function tests defined as aspartate aminotransferase (AST), alanine aminotransferase (ALT), alkaline phosphatase, or total bilirubin ≥1.5 times the upper limit of normal on repeat testing"	69
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	Patients who have hepatic serum enzyme levels ≥2.5 times the normal range	69
NCT00512863	Phase 2	Asthma	Abbott	10-Feb-15	Asthma	"Abnormal, clinically significant screening laboratory and other analyses (including ECG)."	70
NCT00327808	Phase 2	Asthma	Pharmaxis	10-Feb-15	Asthma	Abnormal chest X-ray that is judged clinically significant	70
NCT01225549	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	Any clinically relevant abnormal finding at screening examinations	70
NCT00736489	Phase 2	Asthma;Airway Obstruction	AstraZeneca	10-Feb-15	Airway Obstruction	Any clinically relevant abnormal findings at screening examinations	70
NCT01238861	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	Any clinically relevant abnormal findings in physical examination	70
NCT02148120	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15		Any clinically relevant abnormal value or physical finding at screening;	70
NCT01453296	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Any clinically relevant abnormality identified on the screening medical assessment	70
NCT01160224	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Any clinically relevant abnormality identified on the screening medical assessment, laboratory examination, or ECG."	70
NCT01286844	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Any clinically relevant abnormality identified on the screening medical assessment.	70
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	any clinically significant (per the investigator) lab abnormalities	70
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	any fever or other clinically significant physical exam abnormalities	70
NCT01400906	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	clinical significant abnormalities in safety laboratory analysis at screening	70
NCT02698501	Phase 2	Asthma	Celeste Porsbjerg	10-Feb-15	Asthma	Clinically relevant abnormal findings in hematology or clinical chemistry	70
NCT00818454	Phase 2	Asthma	Boehringer Ingelheim	10-Feb-15	Asthma	Clinically relevant abnormal hematology or blood chemistry at screening if the abnormality defines a significant disease as defined in exclusion criterion 1	70
NCT01743768	Phase 2	Asthma	Sterna Biologicals GmbH & Co. KG	10-Feb-15	Asthma	"Clinically relevant abnormalities in clinical chemical, haematological or in any other laboratory variables as judged by the investigator"	70
NCT00556673	Phase 2	Asthma	Novartis	10-Feb-15	Asthma	Clinically relevant laboratory abnormality or a clinically significant condition	70
NCT01951222	Phase 2	Asthma	Pierre Fabre Medicament	10-Feb-15	Asthma	Clinically relevant physical examination abnormality. 	70
NCT03707678	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Clinically significant abnormal laboratory result (Chemistry, Hematology and Urinalysis) at SV1."	70
NCT01615874	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	clinically significant abnormal vital sign	70
NCT02422121	Phase 2	Asthma	Revalesio Corporation	10-Feb-15	Asthma	"Clinically significant abnormalities in physical examination or in laboratory test results (including serum biochemistry, hematology and urinalysis) as assessed by the Investigator."	70
NCT00748306	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant abnormalities in safety laboratory analysis at screening	70
NCT01245426	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Clinically significant abnormalities in safety laboratory analysis at screening, as determined by the investigator."	70
NCT01516073	Phase 2	Asthma	Dey	10-Feb-15	Asthma	Clinically significant abnormalities in safety laboratory analysis at screening (Visit 1) and deemed exclusionary by the Investigator	70
NCT00812773	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant abnormalities in safety laboratory analysis at screening.	70
